range,codepoint,char,unicode_name,image_file
Musical Symbols,U+1D13D,𝄽,MUSICAL SYMBOL QUARTER REST,images/U+1D13D_MUSICAL_SYMBOL_QUARTER_REST.png
Musical Symbols,U+1D13E,𝄾,MUSICAL SYMBOL EIGHTH REST,images/U+1D13E_MUSICAL_SYMBOL_EIGHTH_REST.png
Musical Symbols,U+1D13F,𝄿,MUSICAL SYMBOL SIXTEENTH REST,images/U+1D13F_MUSICAL_SYMBOL_SIXTEENTH_REST.png
Musical Symbols,U+1D140,𝅀,MUSICAL SYMBOL THIRTY-SECOND REST,images/U+1D140_MUSICAL_SYMBOL_THIRTY-SECOND_REST.png
Musical Symbols,U+1D141,𝅁,MUSICAL SYMBOL SIXTY-FOURTH REST,images/U+1D141_MUSICAL_SYMBOL_SIXTY-FOURTH_REST.png
Musical Symbols,U+1D142,𝅂,MUSICAL SYMBOL ONE HUNDRED TWENTY-EIGHTH REST,images/U+1D142_MUSICAL_SYMBOL_ONE_HUNDRED_TWENTY-EIGHTH_REST.png
Musical Symbols,U+1D143,𝅃,MUSICAL SYMBOL X NOTEHEAD,images/U+1D143_MUSICAL_SYMBOL_X_NOTEHEAD.png
Musical Symbols,U+1D144,𝅄,MUSICAL SYMBOL PLUS NOTEHEAD,images/U+1D144_MUSICAL_SYMBOL_PLUS_NOTEHEAD.png
Musical Symbols,U+1D145,𝅅,MUSICAL SYMBOL CIRCLE X NOTEHEAD,images/U+1D145_MUSICAL_SYMBOL_CIRCLE_X_NOTEHEAD.png
Musical Symbols,U+1D146,𝅆,MUSICAL SYMBOL SQUARE NOTEHEAD WHITE,images/U+1D146_MUSICAL_SYMBOL_SQUARE_NOTEHEAD_WHITE.png
Musical Symbols,U+1D147,𝅇,MUSICAL SYMBOL SQUARE NOTEHEAD BLACK,images/U+1D147_MUSICAL_SYMBOL_SQUARE_NOTEHEAD_BLACK.png
Musical Symbols,U+1D148,𝅈,MUSICAL SYMBOL TRIANGLE NOTEHEAD UP WHITE,images/U+1D148_MUSICAL_SYMBOL_TRIANGLE_NOTEHEAD_UP_WHITE.png
Musical Symbols,U+1D149,𝅉,MUSICAL SYMBOL TRIANGLE NOTEHEAD UP BLACK,images/U+1D149_MUSICAL_SYMBOL_TRIANGLE_NOTEHEAD_UP_BLACK.png
Musical Symbols,U+1D14A,𝅊,MUSICAL SYMBOL TRIANGLE NOTEHEAD LEFT WHITE,images/U+1D14A_MUSICAL_SYMBOL_TRIANGLE_NOTEHEAD_LEFT_WHITE.png
Musical Symbols,U+1D14B,𝅋,MUSICAL SYMBOL TRIANGLE NOTEHEAD LEFT BLACK,images/U+1D14B_MUSICAL_SYMBOL_TRIANGLE_NOTEHEAD_LEFT_BLACK.png
Musical Symbols,U+1D14C,𝅌,MUSICAL SYMBOL TRIANGLE NOTEHEAD RIGHT WHITE,images/U+1D14C_MUSICAL_SYMBOL_TRIANGLE_NOTEHEAD_RIGHT_WHITE.png
Musical Symbols,U+1D14D,𝅍,MUSICAL SYMBOL TRIANGLE NOTEHEAD RIGHT BLACK,images/U+1D14D_MUSICAL_SYMBOL_TRIANGLE_NOTEHEAD_RIGHT_BLACK.png
Musical Symbols,U+1D14E,𝅎,MUSICAL SYMBOL TRIANGLE NOTEHEAD DOWN WHITE,images/U+1D14E_MUSICAL_SYMBOL_TRIANGLE_NOTEHEAD_DOWN_WHITE.png
Musical Symbols,U+1D14F,𝅏,MUSICAL SYMBOL TRIANGLE NOTEHEAD DOWN BLACK,images/U+1D14F_MUSICAL_SYMBOL_TRIANGLE_NOTEHEAD_DOWN_BLACK.png
Musical Symbols,U+1D150,𝅐,MUSICAL SYMBOL TRIANGLE NOTEHEAD UP RIGHT WHITE,images/U+1D150_MUSICAL_SYMBOL_TRIANGLE_NOTEHEAD_UP_RIGHT_WHITE.png
Musical Symbols,U+1D151,𝅑,MUSICAL SYMBOL TRIANGLE NOTEHEAD UP RIGHT BLACK,images/U+1D151_MUSICAL_SYMBOL_TRIANGLE_NOTEHEAD_UP_RIGHT_BLACK.png
Musical Symbols,U+1D152,𝅒,MUSICAL SYMBOL MOON NOTEHEAD WHITE,images/U+1D152_MUSICAL_SYMBOL_MOON_NOTEHEAD_WHITE.png
Musical Symbols,U+1D153,𝅓,MUSICAL SYMBOL MOON NOTEHEAD BLACK,images/U+1D153_MUSICAL_SYMBOL_MOON_NOTEHEAD_BLACK.png
Musical Symbols,U+1D154,𝅔,MUSICAL SYMBOL TRIANGLE-ROUND NOTEHEAD DOWN WHITE,images/U+1D154_MUSICAL_SYMBOL_TRIANGLE-ROUND_NOTEHEAD_DOWN_WHITE.png
Musical Symbols,U+1D155,𝅕,MUSICAL SYMBOL TRIANGLE-ROUND NOTEHEAD DOWN BLACK,images/U+1D155_MUSICAL_SYMBOL_TRIANGLE-ROUND_NOTEHEAD_DOWN_BLACK.png
Musical Symbols,U+1D156,𝅖,MUSICAL SYMBOL PARENTHESIS NOTEHEAD,images/U+1D156_MUSICAL_SYMBOL_PARENTHESIS_NOTEHEAD.png
Musical Symbols,U+1D157,𝅗,MUSICAL SYMBOL VOID NOTEHEAD,images/U+1D157_MUSICAL_SYMBOL_VOID_NOTEHEAD.png
Musical Symbols,U+1D158,𝅘,MUSICAL SYMBOL NOTEHEAD BLACK,images/U+1D158_MUSICAL_SYMBOL_NOTEHEAD_BLACK.png
Musical Symbols,U+1D159,𝅙,MUSICAL SYMBOL NULL NOTEHEAD,images/U+1D159_MUSICAL_SYMBOL_NULL_NOTEHEAD.png
Musical Symbols,U+1D15A,𝅚,MUSICAL SYMBOL CLUSTER NOTEHEAD WHITE,images/U+1D15A_MUSICAL_SYMBOL_CLUSTER_NOTEHEAD_WHITE.png
Musical Symbols,U+1D15B,𝅛,MUSICAL SYMBOL CLUSTER NOTEHEAD BLACK,images/U+1D15B_MUSICAL_SYMBOL_CLUSTER_NOTEHEAD_BLACK.png
Musical Symbols,U+1D15C,𝅜,MUSICAL SYMBOL BREVE,images/U+1D15C_MUSICAL_SYMBOL_BREVE.png
Musical Symbols,U+1D15D,𝅝,MUSICAL SYMBOL WHOLE NOTE,images/U+1D15D_MUSICAL_SYMBOL_WHOLE_NOTE.png
Musical Symbols,U+1D15E,𝅗𝅥,MUSICAL SYMBOL HALF NOTE,images/U+1D15E_MUSICAL_SYMBOL_HALF_NOTE.png
Musical Symbols,U+1D15F,𝅘𝅥,MUSICAL SYMBOL QUARTER NOTE,images/U+1D15F_MUSICAL_SYMBOL_QUARTER_NOTE.png
Musical Symbols,U+1D160,𝅘𝅥𝅮,MUSICAL SYMBOL EIGHTH NOTE,images/U+1D160_MUSICAL_SYMBOL_EIGHTH_NOTE.png
Musical Symbols,U+1D161,𝅘𝅥𝅯,MUSICAL SYMBOL SIXTEENTH NOTE,images/U+1D161_MUSICAL_SYMBOL_SIXTEENTH_NOTE.png
Musical Symbols,U+1D162,𝅘𝅥𝅰,MUSICAL SYMBOL THIRTY-SECOND NOTE,images/U+1D162_MUSICAL_SYMBOL_THIRTY-SECOND_NOTE.png
Musical Symbols,U+1D163,𝅘𝅥𝅱,MUSICAL SYMBOL SIXTY-FOURTH NOTE,images/U+1D163_MUSICAL_SYMBOL_SIXTY-FOURTH_NOTE.png
Musical Symbols,U+1D164,𝅘𝅥𝅲,MUSICAL SYMBOL ONE HUNDRED TWENTY-EIGHTH NOTE,images/U+1D164_MUSICAL_SYMBOL_ONE_HUNDRED_TWENTY-EIGHTH_NOTE.png
Musical Symbols,U+1D165,𝅥,MUSICAL SYMBOL COMBINING STEM,images/U+1D165_MUSICAL_SYMBOL_COMBINING_STEM.png
Musical Symbols,U+1D166,𝅦,MUSICAL SYMBOL COMBINING SPRECHGESANG STEM,images/U+1D166_MUSICAL_SYMBOL_COMBINING_SPRECHGESANG_STEM.png
Musical Symbols,U+1D167,𝅧,MUSICAL SYMBOL COMBINING TREMOLO-1,images/U+1D167_MUSICAL_SYMBOL_COMBINING_TREMOLO-1.png
Musical Symbols,U+1D168,𝅨,MUSICAL SYMBOL COMBINING TREMOLO-2,images/U+1D168_MUSICAL_SYMBOL_COMBINING_TREMOLO-2.png
Musical Symbols,U+1D169,𝅩,MUSICAL SYMBOL COMBINING TREMOLO-3,images/U+1D169_MUSICAL_SYMBOL_COMBINING_TREMOLO-3.png
Musical Symbols,U+1D16A,𝅪,MUSICAL SYMBOL FINGERED TREMOLO-1,images/U+1D16A_MUSICAL_SYMBOL_FINGERED_TREMOLO-1.png
Musical Symbols,U+1D16B,𝅫,MUSICAL SYMBOL FINGERED TREMOLO-2,images/U+1D16B_MUSICAL_SYMBOL_FINGERED_TREMOLO-2.png
Musical Symbols,U+1D16C,𝅬,MUSICAL SYMBOL FINGERED TREMOLO-3,images/U+1D16C_MUSICAL_SYMBOL_FINGERED_TREMOLO-3.png
Musical Symbols,U+1D16D,𝅭,MUSICAL SYMBOL COMBINING AUGMENTATION DOT,images/U+1D16D_MUSICAL_SYMBOL_COMBINING_AUGMENTATION_DOT.png
Musical Symbols,U+1D16E,𝅮,MUSICAL SYMBOL COMBINING FLAG-1,images/U+1D16E_MUSICAL_SYMBOL_COMBINING_FLAG-1.png
Musical Symbols,U+1D16F,𝅯,MUSICAL SYMBOL COMBINING FLAG-2,images/U+1D16F_MUSICAL_SYMBOL_COMBINING_FLAG-2.png
Musical Symbols,U+1D170,𝅰,MUSICAL SYMBOL COMBINING FLAG-3,images/U+1D170_MUSICAL_SYMBOL_COMBINING_FLAG-3.png
Musical Symbols,U+1D171,𝅱,MUSICAL SYMBOL COMBINING FLAG-4,images/U+1D171_MUSICAL_SYMBOL_COMBINING_FLAG-4.png
Musical Symbols,U+1D172,𝅲,MUSICAL SYMBOL COMBINING FLAG-5,images/U+1D172_MUSICAL_SYMBOL_COMBINING_FLAG-5.png
Musical Symbols,U+1D173,𝅳,MUSICAL SYMBOL BEGIN BEAM,images/U+1D173_MUSICAL_SYMBOL_BEGIN_BEAM.png
Musical Symbols,U+1D174,𝅴,MUSICAL SYMBOL END BEAM,images/U+1D174_MUSICAL_SYMBOL_END_BEAM.png
Musical Symbols,U+1D175,𝅵,MUSICAL SYMBOL BEGIN TIE,images/U+1D175_MUSICAL_SYMBOL_BEGIN_TIE.png
Musical Symbols,U+1D176,𝅶,MUSICAL SYMBOL END TIE,images/U+1D176_MUSICAL_SYMBOL_END_TIE.png
Musical Symbols,U+1D177,𝅷,MUSICAL SYMBOL BEGIN SLUR,images/U+1D177_MUSICAL_SYMBOL_BEGIN_SLUR.png
Musical Symbols,U+1D178,𝅸,MUSICAL SYMBOL END SLUR,images/U+1D178_MUSICAL_SYMBOL_END_SLUR.png
Musical Symbols,U+1D179,𝅹,MUSICAL SYMBOL BEGIN PHRASE,images/U+1D179_MUSICAL_SYMBOL_BEGIN_PHRASE.png
Musical Symbols,U+1D17A,𝅺,MUSICAL SYMBOL END PHRASE,images/U+1D17A_MUSICAL_SYMBOL_END_PHRASE.png
Musical Symbols,U+1D17B,𝅻,MUSICAL SYMBOL COMBINING ACCENT,images/U+1D17B_MUSICAL_SYMBOL_COMBINING_ACCENT.png
Musical Symbols,U+1D17C,𝅼,MUSICAL SYMBOL COMBINING STACCATO,images/U+1D17C_MUSICAL_SYMBOL_COMBINING_STACCATO.png
Musical Symbols,U+1D17D,𝅽,MUSICAL SYMBOL COMBINING TENUTO,images/U+1D17D_MUSICAL_SYMBOL_COMBINING_TENUTO.png
Musical Symbols,U+1D17E,𝅾,MUSICAL SYMBOL COMBINING STACCATISSIMO,images/U+1D17E_MUSICAL_SYMBOL_COMBINING_STACCATISSIMO.png
Musical Symbols,U+1D17F,𝅿,MUSICAL SYMBOL COMBINING MARCATO,images/U+1D17F_MUSICAL_SYMBOL_COMBINING_MARCATO.png
Musical Symbols,U+1D180,𝆀,MUSICAL SYMBOL COMBINING MARCATO-STACCATO,images/U+1D180_MUSICAL_SYMBOL_COMBINING_MARCATO-STACCATO.png
Musical Symbols,U+1D181,𝆁,MUSICAL SYMBOL COMBINING ACCENT-STACCATO,images/U+1D181_MUSICAL_SYMBOL_COMBINING_ACCENT-STACCATO.png
Musical Symbols,U+1D182,𝆂,MUSICAL SYMBOL COMBINING LOURE,images/U+1D182_MUSICAL_SYMBOL_COMBINING_LOURE.png
Musical Symbols,U+1D183,𝆃,MUSICAL SYMBOL ARPEGGIATO UP,images/U+1D183_MUSICAL_SYMBOL_ARPEGGIATO_UP.png
Musical Symbols,U+1D184,𝆄,MUSICAL SYMBOL ARPEGGIATO DOWN,images/U+1D184_MUSICAL_SYMBOL_ARPEGGIATO_DOWN.png
Musical Symbols,U+1D185,𝆅,MUSICAL SYMBOL COMBINING DOIT,images/U+1D185_MUSICAL_SYMBOL_COMBINING_DOIT.png
Musical Symbols,U+1D186,𝆆,MUSICAL SYMBOL COMBINING RIP,images/U+1D186_MUSICAL_SYMBOL_COMBINING_RIP.png
Musical Symbols,U+1D187,𝆇,MUSICAL SYMBOL COMBINING FLIP,images/U+1D187_MUSICAL_SYMBOL_COMBINING_FLIP.png
Musical Symbols,U+1D188,𝆈,MUSICAL SYMBOL COMBINING SMEAR,images/U+1D188_MUSICAL_SYMBOL_COMBINING_SMEAR.png
Musical Symbols,U+1D189,𝆉,MUSICAL SYMBOL COMBINING BEND,images/U+1D189_MUSICAL_SYMBOL_COMBINING_BEND.png
Musical Symbols,U+1D18A,𝆊,MUSICAL SYMBOL COMBINING DOUBLE TONGUE,images/U+1D18A_MUSICAL_SYMBOL_COMBINING_DOUBLE_TONGUE.png
Musical Symbols,U+1D18B,𝆋,MUSICAL SYMBOL COMBINING TRIPLE TONGUE,images/U+1D18B_MUSICAL_SYMBOL_COMBINING_TRIPLE_TONGUE.png
Musical Symbols,U+1D18C,𝆌,MUSICAL SYMBOL RINFORZANDO,images/U+1D18C_MUSICAL_SYMBOL_RINFORZANDO.png
Musical Symbols,U+1D18D,𝆍,MUSICAL SYMBOL SUBITO,images/U+1D18D_MUSICAL_SYMBOL_SUBITO.png
Musical Symbols,U+1D18E,𝆎,MUSICAL SYMBOL Z,images/U+1D18E_MUSICAL_SYMBOL_Z.png
Musical Symbols,U+1D18F,𝆏,MUSICAL SYMBOL PIANO,images/U+1D18F_MUSICAL_SYMBOL_PIANO.png
Musical Symbols,U+1D190,𝆐,MUSICAL SYMBOL MEZZO,images/U+1D190_MUSICAL_SYMBOL_MEZZO.png
Musical Symbols,U+1D191,𝆑,MUSICAL SYMBOL FORTE,images/U+1D191_MUSICAL_SYMBOL_FORTE.png
Musical Symbols,U+1D192,𝆒,MUSICAL SYMBOL CRESCENDO,images/U+1D192_MUSICAL_SYMBOL_CRESCENDO.png
Musical Symbols,U+1D193,𝆓,MUSICAL SYMBOL DECRESCENDO,images/U+1D193_MUSICAL_SYMBOL_DECRESCENDO.png
Musical Symbols,U+1D194,𝆔,MUSICAL SYMBOL GRACE NOTE SLASH,images/U+1D194_MUSICAL_SYMBOL_GRACE_NOTE_SLASH.png
Musical Symbols,U+1D195,𝆕,MUSICAL SYMBOL GRACE NOTE NO SLASH,images/U+1D195_MUSICAL_SYMBOL_GRACE_NOTE_NO_SLASH.png
Musical Symbols,U+1D196,𝆖,MUSICAL SYMBOL TR,images/U+1D196_MUSICAL_SYMBOL_TR.png
Musical Symbols,U+1D197,𝆗,MUSICAL SYMBOL TURN,images/U+1D197_MUSICAL_SYMBOL_TURN.png
Musical Symbols,U+1D198,𝆘,MUSICAL SYMBOL INVERTED TURN,images/U+1D198_MUSICAL_SYMBOL_INVERTED_TURN.png
Musical Symbols,U+1D199,𝆙,MUSICAL SYMBOL TURN SLASH,images/U+1D199_MUSICAL_SYMBOL_TURN_SLASH.png
Musical Symbols,U+1D19A,𝆚,MUSICAL SYMBOL TURN UP,images/U+1D19A_MUSICAL_SYMBOL_TURN_UP.png
Musical Symbols,U+1D19B,𝆛,MUSICAL SYMBOL ORNAMENT STROKE-1,images/U+1D19B_MUSICAL_SYMBOL_ORNAMENT_STROKE-1.png
Musical Symbols,U+1D19C,𝆜,MUSICAL SYMBOL ORNAMENT STROKE-2,images/U+1D19C_MUSICAL_SYMBOL_ORNAMENT_STROKE-2.png
Musical Symbols,U+1D19D,𝆝,MUSICAL SYMBOL ORNAMENT STROKE-3,images/U+1D19D_MUSICAL_SYMBOL_ORNAMENT_STROKE-3.png
Musical Symbols,U+1D19E,𝆞,MUSICAL SYMBOL ORNAMENT STROKE-4,images/U+1D19E_MUSICAL_SYMBOL_ORNAMENT_STROKE-4.png
Musical Symbols,U+1D19F,𝆟,MUSICAL SYMBOL ORNAMENT STROKE-5,images/U+1D19F_MUSICAL_SYMBOL_ORNAMENT_STROKE-5.png
Musical Symbols,U+1D1A0,𝆠,MUSICAL SYMBOL ORNAMENT STROKE-6,images/U+1D1A0_MUSICAL_SYMBOL_ORNAMENT_STROKE-6.png
Musical Symbols,U+1D1A1,𝆡,MUSICAL SYMBOL ORNAMENT STROKE-7,images/U+1D1A1_MUSICAL_SYMBOL_ORNAMENT_STROKE-7.png
Musical Symbols,U+1D1A2,𝆢,MUSICAL SYMBOL ORNAMENT STROKE-8,images/U+1D1A2_MUSICAL_SYMBOL_ORNAMENT_STROKE-8.png
Musical Symbols,U+1D1A3,𝆣,MUSICAL SYMBOL ORNAMENT STROKE-9,images/U+1D1A3_MUSICAL_SYMBOL_ORNAMENT_STROKE-9.png
Musical Symbols,U+1D1A4,𝆤,MUSICAL SYMBOL ORNAMENT STROKE-10,images/U+1D1A4_MUSICAL_SYMBOL_ORNAMENT_STROKE-10.png
Musical Symbols,U+1D1A5,𝆥,MUSICAL SYMBOL ORNAMENT STROKE-11,images/U+1D1A5_MUSICAL_SYMBOL_ORNAMENT_STROKE-11.png
Musical Symbols,U+1D1A6,𝆦,MUSICAL SYMBOL HAUPTSTIMME,images/U+1D1A6_MUSICAL_SYMBOL_HAUPTSTIMME.png
Musical Symbols,U+1D1A7,𝆧,MUSICAL SYMBOL NEBENSTIMME,images/U+1D1A7_MUSICAL_SYMBOL_NEBENSTIMME.png
Musical Symbols,U+1D1A8,𝆨,MUSICAL SYMBOL END OF STIMME,images/U+1D1A8_MUSICAL_SYMBOL_END_OF_STIMME.png
Musical Symbols,U+1D1A9,𝆩,MUSICAL SYMBOL DEGREE SLASH,images/U+1D1A9_MUSICAL_SYMBOL_DEGREE_SLASH.png
Musical Symbols,U+1D1AA,𝆪,MUSICAL SYMBOL COMBINING DOWN BOW,images/U+1D1AA_MUSICAL_SYMBOL_COMBINING_DOWN_BOW.png
Musical Symbols,U+1D1AB,𝆫,MUSICAL SYMBOL COMBINING UP BOW,images/U+1D1AB_MUSICAL_SYMBOL_COMBINING_UP_BOW.png
Musical Symbols,U+1D1AC,𝆬,MUSICAL SYMBOL COMBINING HARMONIC,images/U+1D1AC_MUSICAL_SYMBOL_COMBINING_HARMONIC.png
Musical Symbols,U+1D1AD,𝆭,MUSICAL SYMBOL COMBINING SNAP PIZZICATO,images/U+1D1AD_MUSICAL_SYMBOL_COMBINING_SNAP_PIZZICATO.png
Musical Symbols,U+1D1AE,𝆮,MUSICAL SYMBOL PEDAL MARK,images/U+1D1AE_MUSICAL_SYMBOL_PEDAL_MARK.png
Musical Symbols,U+1D1AF,𝆯,MUSICAL SYMBOL PEDAL UP MARK,images/U+1D1AF_MUSICAL_SYMBOL_PEDAL_UP_MARK.png
Musical Symbols,U+1D1B0,𝆰,MUSICAL SYMBOL HALF PEDAL MARK,images/U+1D1B0_MUSICAL_SYMBOL_HALF_PEDAL_MARK.png
Musical Symbols,U+1D1B1,𝆱,MUSICAL SYMBOL GLISSANDO UP,images/U+1D1B1_MUSICAL_SYMBOL_GLISSANDO_UP.png
Musical Symbols,U+1D1B2,𝆲,MUSICAL SYMBOL GLISSANDO DOWN,images/U+1D1B2_MUSICAL_SYMBOL_GLISSANDO_DOWN.png
Musical Symbols,U+1D1B3,𝆳,MUSICAL SYMBOL WITH FINGERNAILS,images/U+1D1B3_MUSICAL_SYMBOL_WITH_FINGERNAILS.png
Musical Symbols,U+1D1B4,𝆴,MUSICAL SYMBOL DAMP,images/U+1D1B4_MUSICAL_SYMBOL_DAMP.png
Musical Symbols,U+1D1B5,𝆵,MUSICAL SYMBOL DAMP ALL,images/U+1D1B5_MUSICAL_SYMBOL_DAMP_ALL.png
Musical Symbols,U+1D1B6,𝆶,MUSICAL SYMBOL MAXIMA,images/U+1D1B6_MUSICAL_SYMBOL_MAXIMA.png
Musical Symbols,U+1D1B7,𝆷,MUSICAL SYMBOL LONGA,images/U+1D1B7_MUSICAL_SYMBOL_LONGA.png
